weight_decay, learning_rate, bce_loss
0.0, 0.0, 0.6749607920646667
0.0, 0.1111111111111111, 1
0.0, 0.2222222222222222, 1
0.0, 0.3333333333333333, 1
0.0, 0.4444444444444444, 1
0.0, 0.5555555555555556, 1
0.0, 0.6666666666666666, 1
0.0, 0.7777777777777777, 1
0.0, 0.8888888888888888, 1
0.0, 1.0, 1
0.1111111111111111, 0.0, 0.6749607920646667
0.1111111111111111, 0.1111111111111111, 0.41948363184928894
0.1111111111111111, 0.2222222222222222, 0.4795360565185547
0.1111111111111111, 0.3333333333333333, 0.45607802271842957
0.1111111111111111, 0.4444444444444444, 0.3905578851699829
0.1111111111111111, 0.5555555555555556, 0.2275971919298172
0.1111111111111111, 0.6666666666666666, 0.5232813358306885
0.1111111111111111, 0.7777777777777777, 1.788139485370266e-07
0.1111111111111111, 0.8888888888888888, 0.48854830861091614
0.1111111111111111, 1.0, 0.46964624524116516
0.2222222222222222, 0.0, 0.6749607920646667
0.2222222222222222, 0.1111111111111111, 0.48157593607902527
0.2222222222222222, 0.2222222222222222, 0.35791635513305664
0.2222222222222222, 0.3333333333333333, 0.48238620162010193
0.2222222222222222, 0.4444444444444444, 0.0
0.2222222222222222, 0.5555555555555556, 1
0.2222222222222222, 0.6666666666666666, 0.8076788187026978
0.2222222222222222, 0.7777777777777777, 0.05541381612420082
0.2222222222222222, 0.8888888888888888, 0.0
0.2222222222222222, 1.0, 1
0.3333333333333333, 0.0, 0.6749607920646667
0.3333333333333333, 0.1111111111111111, 0.47526025772094727
0.3333333333333333, 0.2222222222222222, 0.4652414619922638
0.3333333333333333, 0.3333333333333333, 0.5796517133712769
0.3333333333333333, 0.4444444444444444, 0.7295807003974915
0.3333333333333333, 0.5555555555555556, 0.548313319683075
0.3333333333333333, 0.6666666666666666, 0.3334124982357025
0.3333333333333333, 0.7777777777777777, 0.0
0.3333333333333333, 0.8888888888888888, 9.763717389432713e-05
0.3333333333333333, 1.0, 0.0
0.4444444444444444, 0.0, 0.6749607920646667
0.4444444444444444, 0.1111111111111111, 0.4989631772041321
0.4444444444444444, 0.2222222222222222, 0.5249554514884949
0.4444444444444444, 0.3333333333333333, 0.6907063722610474
0.4444444444444444, 0.4444444444444444, 0.6887762546539307
0.4444444444444444, 0.5555555555555556, 0.697970449924469
0.4444444444444444, 0.6666666666666666, 0.08981883525848389
0.4444444444444444, 0.7777777777777777, 0.0
0.4444444444444444, 0.8888888888888888, 0.646213710308075
0.4444444444444444, 1.0, 0.0
0.5555555555555556, 0.0, 0.6749607920646667
0.5555555555555556, 0.1111111111111111, 0.5202338099479675
0.5555555555555556, 0.2222222222222222, 0.5882502198219299
0.5555555555555556, 0.3333333333333333, 0.7691791653633118
0.5555555555555556, 0.4444444444444444, 0.7073177695274353
0.5555555555555556, 0.5555555555555556, 0.6507691144943237
0.5555555555555556, 0.6666666666666666, 0.5670039653778076
0.5555555555555556, 0.7777777777777777, 0.5651188492774963
0.5555555555555556, 0.8888888888888888, 0.5049704909324646
0.5555555555555556, 1.0, 0.0
0.6666666666666666, 0.0, 0.6749607920646667
0.6666666666666666, 0.1111111111111111, 0.5363432168960571
0.6666666666666666, 0.2222222222222222, 0.6574622392654419
0.6666666666666666, 0.3333333333333333, 0.7463247179985046
0.6666666666666666, 0.4444444444444444, 0.6623147130012512
0.6666666666666666, 0.5555555555555556, 0.6277198791503906
0.6666666666666666, 0.6666666666666666, 0.6221103072166443
0.6666666666666666, 0.7777777777777777, 0.43675994873046875
0.6666666666666666, 0.8888888888888888, 0.6279781460762024
0.6666666666666666, 1.0, 0.5274292230606079
0.7777777777777777, 0.0, 0.6749607920646667
0.7777777777777777, 0.1111111111111111, 0.5536721348762512
0.7777777777777777, 0.2222222222222222, 0.7067225575447083
0.7777777777777777, 0.3333333333333333, 0.7234638333320618
0.7777777777777777, 0.4444444444444444, 0.6159093976020813
0.7777777777777777, 0.5555555555555556, 0.6051345467567444
0.7777777777777777, 0.6666666666666666, 0.6312364935874939
0.7777777777777777, 0.7777777777777777, 0.6366798877716064
0.7777777777777777, 0.8888888888888888, 0.6662012338638306
0.7777777777777777, 1.0, 0.6221203207969666
0.8888888888888888, 0.0, 0.6749607920646667
0.8888888888888888, 0.1111111111111111, 0.5673861503601074
0.8888888888888888, 0.2222222222222222, 0.7422078251838684
0.8888888888888888, 0.3333333333333333, 0.6984772682189941
0.8888888888888888, 0.4444444444444444, 0.6444790959358215
0.8888888888888888, 0.5555555555555556, 0.6141385436058044
0.8888888888888888, 0.6666666666666666, 0.6601248383522034
0.8888888888888888, 0.7777777777777777, 0.6816117763519287
0.8888888888888888, 0.8888888888888888, 0.6468369364738464
0.8888888888888888, 1.0, 0.635328471660614
1.0, 0.0, 0.6749607920646667
1.0, 0.1111111111111111, 0.5856368541717529
1.0, 0.2222222222222222, 0.7392815947532654
1.0, 0.3333333333333333, 0.6836048364639282
1.0, 0.4444444444444444, 0.630786120891571
1.0, 0.5555555555555556, 0.6347802877426147
1.0, 0.6666666666666666, 0.6719447374343872
1.0, 0.7777777777777777, 0.668649435043335
1.0, 0.8888888888888888, 0.6375325918197632
1.0, 1.0, 0.5652583241462708
